Longitude,Latitude,FireCause,County,FireDiscoveryDate,FireDiscoveryTime,FireOutDate,FireOutTime,State
-101.59143501,35.677696116,Human,Hutchinson,2020/03/23,03:15:02+00,2020/03/24,15:59:59+00,TX
-94.069406806,32.511005799,Human,Harrison,2015/09/30,19:18:59+00,2015/10/01,19:43:00+00,TX
-101.334008535,30.9986052180001,Human,Crockett,2015/08/15,14:00:00+00,2015/08/15,21:59:59+00,TX
-94.719040277,32.011172334,Human,Rusk,2016/10/12,19:38:59+00,2016/10/12,21:56:59+00,TX
-95.6440905009999,31.679755572,Human,Anderson,2020/11/18,21:42:00+00,2020/11/18,23:09:03+00,TX
-100.228008362,32.5858055520001,Unknown,Fisher,2020/05/08,21:00:55+00,2020/05/10,22:01:00+00,TX
-94.3102901249999,31.1344555150001,Human,Angelina,2017/02/07,00:17:59+00,2017/02/10,23:28:00+00,TX
-95.17050712,32.9741058440001,Human,Franklin,2015/10/22,22:34:59+00,2015/10/23,18:27:59+00,TX
-99.9223542939999,32.728389485,Human,Jones,2019/10/17,22:08:45+00,2019/10/23,21:53:08+00,TX
-99.56342482,31.779988766,Unknown,Coleman,2020/08/10,21:36:49+00,2020/08/14,21:33:43+00,TX
-95.919107185,30.6360053550001,Human,Grimes,2015/09/17,17:32:00+00,2015/09/17,19:38:59+00,TX
-93.93004,30.54058874,Human,Jasper,2021/02/02,20:45:00+00,2021/02/03,22:03:36+00,TX
-101.857758959,35.4898893010001,Natural,Potter,2016/07/16,23:50:00+00,2016/07/19,00:00:00+00,TX
-94.605306914,31.9391056650001,Human,Rusk,2015/08/16,19:28:59+00,2015/08/16,22:38:00+00,TX
-94.147006714,30.337105358,Human,Hardin,2015/10/18,23:32:59+00,2015/10/20,15:53:59+00,TX
-100.099591678,32.817522266,Human,Jones,2018/04/13,21:12:15+00,2018/04/15,22:00:38+00,TX
-94.9996736479999,31.4140055450001,Human,Houston,2017/03/23,16:44:59+00,2017/03/24,21:59:59+00,TX
-94.059006828,32.9408392170001,Human,Cass,2019/12/09,19:08:00+00,2019/12/09,22:35:34+00,TX
-95.3852403829999,30.7309720540001,Human,Walker,2017/03/20,16:04:00+00,2017/03/20,17:35:59+00,TX
-94.973708066,32.9260188430001,Human,Camp,2018/07/21,23:16:00+00,2018/07/25,23:11:57+00,TX
-98.677707997,32.8088056610001,Undetermined,Stephens,2015/08/15,22:09:00+00,2015/08/20,21:00:00+00,TX
-98.950507965,31.0680053250001,Natural,San Saba,2016/08/14,21:36:59+00,2016/08/16,18:59:59+00,TX
-95.081673962,30.4666723510001,Unknown,San Jacinto,2019/02/16,13:44:00+00,2019/02/19,14:00:00+00,TX
-95.4117071319999,32.1140056670001,Unknown,Cherokee,2020/08/18,22:02:00+00,2020/08/19,00:17:51+00,TX
-94.947807047,32.7202724640001,Human,Upshur,2017/01/10,18:39:00+00,2017/01/11,20:06:00+00,TX
-95.158407058,31.9571056460001,Human,Cherokee,2019/12/03,19:57:01+00,2019/12/06,16:00:39+00,TX
-95.49824046,31.618722233,Unknown,Anderson,2019/11/20,23:38:00+00,2019/11/21,17:35:59+00,TX
-101.573023723,35.6949472490001,Human,Hutchinson,2020/06/08,19:30:36+00,2020/06/10,21:59:59+00,TX
-101.884592283,35.3331892740001,Human,Potter,2017/11/17,20:44:00+00,2017/11/19,23:00:00+00,TX
-94.466690243,32.566939124,Human,Harrison,2016/09/29,20:10:00+00,2016/09/30,18:43:59+00,TX
-95.664057115,30.5472453460001,Unknown,Walker,2020/11/22,18:51:00+00,2020/11/30,15:04:59+00,TX
-96.142173927,31.1540887800001,Human,Leon,2017/01/31,19:02:59+00,2017/02/01,22:59:00+00,TX
-94.2860067999999,31.35390556,Human,San Augustine,2016/02/24,22:05:00+00,2016/02/26,23:00:00+00,TX
-95.005976925,30.0948352780001,Human,Liberty,2020/09/03,19:02:00+00,2020/09/03,22:57:13+00,TX
-94.235006837,32.2984057510001,Human,Panola,2015/08/02,18:29:00+00,2015/08/05,21:59:59+00,TX
-95.013106995,31.4893055590001,Human,Cherokee,2015/07/24,01:50:00+00,2015/07/24,14:50:00+00,TX
-94.627473643,33.0470892110001,Human,Cass,2017/02/20,01:53:00+00,2017/02/20,04:08:00+00,TX
-98.888063677,33.91389474,Human,Wichita,2020/07/18,16:31:47+00,2020/07/20,21:50:44+00,TX
-100.528008368,31.454305334,Undetermined,Tom Green,2015/08/19,00:07:00+00,2015/08/19,21:59:59+00,TX
-95.594023717,29.677788503,Human,Harris,2017/04/27,19:40:00+00,2017/04/27,23:00:00+00,TX
-94.935706992,31.7925056230001,Undetermined,Nacogdoches,2016/02/08,21:45:00+00,2016/02/09,22:38:00+00,TX
-94.898207043,32.872605836,Human,Upshur,2015/08/11,18:20:59+00,2015/08/13,15:43:00+00,TX
-94.073206822,32.7765058520001,Natural,Marion,2016/01/22,20:22:00+00,2016/01/22,23:03:00+00,TX
-99.342208154,32.7062056130001,Human,Shackelford,2015/10/14,16:22:59+00,2015/10/18,23:00:00+00,TX
-95.794757147,30.5257219970001,Human,Montgomery,2017/07/30,00:49:59+00,2017/07/31,20:58:00+00,TX
-99.296217483,32.8004071980001,Unknown,Shackelford,2019/08/16,20:01:15+00,2019/08/20,13:05:22+00,TX
-99.5967081809999,32.118705494,Unknown,Callahan,2020/08/26,20:00:21+00,2020/08/28,23:59:20+00,TX
-94.069273499,32.961455888,Human,Cass,2018/07/25,19:20:01+00,2018/07/26,15:27:54+00,TX
-95.755123795,30.4728386580001,Human,Montgomery,2017/07/31,20:16:59+00,2017/07/31,23:23:00+00,TX
-93.895973354,31.28238889,Human,Sabine,2017/05/11,12:19:00+00,2017/05/15,17:05:00+00,TX
-94.814373597,31.2085721780001,Human,Angelina,2020/08/09,23:45:59+00,2020/08/10,22:16:33+00,TX
-94.073706777,31.9692056920001,Human,Shelby,2015/10/18,13:44:00+00,2015/10/20,00:59:59+00,TX
-95.146907104,32.818305815,Human,Upshur,2015/08/04,20:58:59+00,2015/08/04,23:39:59+00,TX
-98.009024529,33.2993224480001,Human,Jack,2018/04/15,00:43:05+00,2018/04/16,22:00:21+00,TX
-100.464175222,34.5994503380001,Natural,Hall,2020/07/10,21:28:04+00,2020/07/12,00:01:00+00,TX
-101.83108096,35.5824949880001,Natural,Potter,2018/08/04,20:36:53+00,2018/08/07,01:00:15+00,TX
-94.9448886819999,32.1787456980001,Unknown,Rusk,2018/08/26,21:46:00+00,2018/08/29,21:30:00+00,TX
-98.541839951,32.6105176300001,Natural,Palo Pinto,2018/07/10,23:37:01+00,2018/07/11,19:01:00+00,TX
-101.390101879,35.8779400600001,Human,Hutchinson,2019/11/26,18:42:46+00,2019/11/27,23:00:59+00,TX
-93.843139994,30.8882388150001,Human,Newton,2018/05/19,21:47:01+00,2018/05/20,19:01:22+00,TX
-101.131508486,30.972671888,Unknown,Crockett,2019/09/14,20:28:30+00,2019/09/19,21:53:01+00,TX
-94.545764105,30.9036478260001,Natural,Tyler,2020/06/23,22:12:59+00,2020/06/25,13:13:22+00,TX
-93.780639999,31.376655584,Human,Sabine,2016/10/31,04:25:59+00,2016/10/31,22:05:00+00,TX
-98.395172971,33.4949191320001,Human,Clay,2021/03/03,20:39:29+00,2021/03/08,15:12:18+00,TX
-95.53893701,28.8967150130001,Natural,Brazoria,2020/08/20,23:00:00+00,2020/08/31,01:20:00+00,TX
-94.5914069789999,33.1431392310001,Human,Cass,2017/01/28,17:23:59+00,2017/01/29,21:01:59+00,TX
-97.873178835,28.479527617,Human,Bee,2019/09/18,20:30:53+00,2019/09/20,23:40:25+00,TX
-94.2093400969999,31.0347888310001,Human,Jasper,2020/04/27,16:40:00+00,2020/05/03,19:44:59+00,TX
-94.333573474,31.379322223,Human,Nacogdoches,2017/03/21,20:05:00+00,2017/03/23,15:43:00+00,TX
-94.904856952,31.198072165,Natural,Trinity,2016/07/29,23:19:59+00,2016/08/02,15:17:00+00,TX
-97.9983411539999,32.688339001,Human,Parker,2018/06/14,19:34:19+00,2018/06/18,15:19:32+00,TX
-95.539607097,30.8196054060001,Human,Walker,2015/10/19,18:23:00+00,2015/10/26,14:31:00+00,TX
-97.6427629739999,29.7894224880001,Human,Caldwell,2020/07/14,20:57:14+00,2020/07/22,23:32:26+00,TX
-101.838219952,35.4669229680001,Human,Potter,2020/07/04,05:20:15+00,2020/07/05,17:10:21+00,TX
-94.280406757,30.512205389,Human,Hardin,2016/02/08,22:50:00+00,2016/02/09,01:21:59+00,TX
-99.770324864,31.793438757,Natural,Runnels,2017/09/19,21:56:00+00,2017/09/23,21:59:59+00,TX
-101.851408988,35.865166033,Human,Moore,2018/01/08,16:18:59+00,2018/01/12,00:00:00+00,TX
-95.43560712,31.7780056,Human,Anderson,2016/03/19,17:09:00+00,2016/03/19,19:06:59+00,TX
-99.671308062,29.4616049910001,Human,Uvalde,2019/07/24,23:30:47+00,2019/07/31,22:03:44+00,TX
-94.918540428,33.64012265,Human,Red River,2018/06/30,18:01:00+00,2018/07/01,23:01:12+00,TX
-97.008807506,31.526505489,Unknown,McLennan,2018/11/16,20:41:49+00,2018/11/19,15:44:36+00,TX
-94.8618598209999,32.224177153,Human,Rusk,2018/06/26,20:38:00+00,2018/06/26,22:18:59+00,TX
-104.775809381,31.9122252340001,Human,Culberson,2020/11/24,18:59:59+00,2020/12/01,15:23:00+00,TX
-93.9023066999999,31.354388907,Human,Sabine,2018/01/26,20:02:39+00,2018/03/26,22:28:59+00,TX
-94.4397069089999,32.625505807,Human,Harrison,2015/10/21,21:04:00+00,2015/10/21,22:30:00+00,TX
-94.519868561,31.9893290110001,Human,Panola,2020/03/07,19:33:01+00,2020/03/09,14:37:52+00,TX
-101.893842171,33.767505681,Unknown,Lubbock,2019/03/09,06:22:05+00,2019/03/11,14:00:32+00,TX
-94.153773519,33.045072561,Human,Cass,2017/03/20,23:29:00+00,2017/03/22,21:59:59+00,TX
-97.09720758,32.4336056590001,Undetermined,Johnson,2016/01/30,21:45:00+00,2016/02/13,23:00:00+00,TX
-96.259340744,33.2151725030001,Undetermined,Hunt,2016/08/09,02:29:59+00,2016/08/09,21:59:59+00,TX
-95.504940414,30.7458887220001,Human,Walker,2017/10/26,17:55:00+00,2017/10/26,19:02:00+00,TX
-96.0741073739999,33.3358058740001,Human,Hunt,2015/10/16,17:21:00+00,2015/10/18,21:59:59+00,TX
-94.487523493,30.9778388060001,Human,Tyler,2016/07/31,08:35:00+00,2016/07/31,12:30:00+00,TX
-94.20530676,30.982005488,Human,Jasper,2015/07/25,23:44:00+00,2015/07/26,01:09:59+00,TX
-98.684674678,33.109839046,Undetermined,Young,2016/07/12,22:25:00+00,2016/07/15,14:21:00+00,TX
-99.614423105,32.6479924340001,Natural,Jones,2019/08/14,21:26:54+00,2019/08/20,13:06:16+00,TX
-95.773528879,31.8893756080001,Human,Anderson,2020/11/15,17:44:00+00,2020/11/18,23:50:39+00,TX
-95.2139071349999,33.0402058550001,Human,Franklin,2015/09/26,18:14:59+00,2015/09/26,19:46:00+00,TX
-100.879208702,35.2103959770001,Human,Gray,2020/07/01,21:00:00+00,2020/07/01,21:59:59+00,TX
-97.1152075589999,31.9976055750001,Human,Hill,2015/10/02,18:45:00+00,2015/10/04,23:00:00+00,TX
-94.4893401639999,30.9869721380001,Human,Tyler,2016/07/31,08:35:00+00,2016/07/31,12:30:59+00,TX
-94.0691733789999,30.875838801,Undetermined,Jasper,2017/03/22,20:10:00+00,2017/03/22,21:23:00+00,TX
-94.817255987,32.270290722,Human,Rusk,2020/01/08,19:16:37+00,2020/01/17,15:40:05+00,TX
-101.293619605,30.3902828860001,Natural,Crockett,2020/05/08,15:27:29+00,2020/05/16,00:52:27+00,TX
-93.902506622,29.7117652360001,Unknown,Jefferson,2021/02/01,21:55:00+00,2021/02/03,21:59:59+00,TX
-94.803056931,31.298205529,Human,Angelina,2018/07/01,00:22:01+00,2018/07/02,22:32:09+00,TX
-102.605508976,33.3433389080001,Natural,Yoakum,2020/07/22,19:23:42+00,2020/07/23,23:19:27+00,TX
-98.14617452,32.721005668,Human,Palo Pinto,2017/10/18,21:24:59+00,2017/10/23,21:59:59+00,TX
-97.670007582,29.7055051070001,Human,Caldwell,2017/07/12,00:08:00+00,2017/07/14,21:59:59+00,TX
-95.001994651,32.6373766940001,Unknown,Upshur,2019/11/19,20:08:01+00,2019/11/22,20:35:59+00,TX
-93.722606631,30.928005494,Human,Newton,2015/07/26,19:46:00+00,2015/07/26,21:14:59+00,TX
-94.9576070429999,32.617605784,Human,Upshur,2015/10/10,23:09:00+00,2015/10/14,00:00:00+00,TX
-100.357878207,31.730613659,Unknown,Coke,2020/08/18,18:34:53+00,2020/08/25,21:54:31+00,TX
-94.569106948,32.7103058180001,Human,Harrison,2017/12/11,23:25:00+00,2017/12/12,01:12:59+00,TX
-94.5014236069999,33.0030058780001,Human,Cass,2017/10/30,03:27:00+00,2017/10/30,05:42:00+00,TX
-94.765390283,31.8366389710001,Unknown,Nacogdoches,2019/03/22,01:51:59+00,2019/03/25,19:40:19+00,TX
-94.467306907,32.463605774,Human,Harrison,2015/10/19,13:38:59+00,2015/10/19,14:48:00+00,TX
-93.905606717,31.675722299,Human,Shelby,2017/02/23,19:41:59+00,2017/02/27,18:00:00+00,TX
-103.259538902,29.3383248430001,Undetermined,Brewster,2017/01/28,15:14:59+00,2017/01/28,23:00:00+00,TX
-102.06967553,33.5233389640001,Unknown,Lubbock,2018/04/12,22:53:32+00,2018/04/13,18:35:06+00,TX
-95.28709708,31.7605156020001,Human,Cherokee,2018/07/26,20:03:59+00,2018/07/29,21:24:59+00,TX
-101.73900861,30.6020051290001,Human,Terrell,2015/08/29,14:09:00+00,2015/08/31,23:00:00+00,TX
-101.814008934,35.311505944,Human,Potter,2015/11/21,19:17:00+00,2015/11/22,23:00:00+00,TX
-94.538540298,33.190789243,Human,Cass,2017/01/29,19:44:59+00,2017/01/29,20:45:59+00,TX
-94.341840173,31.843172323,Unknown,Shelby,2018/07/26,18:20:00+00,2018/07/29,21:23:54+00,TX
-94.832590325,32.2791223900001,Human,Rusk,2018/07/15,21:46:00+00,2018/07/16,14:15:00+00,TX
-93.760589965,30.7964887960001,Human,Newton,2017/01/12,20:21:00+00,2017/01/12,21:59:59+00,TX
-98.763307866,30.0119051290001,Human,Kendall,2016/01/29,18:35:00+00,2016/02/01,23:00:00+00,TX
-94.9522903069999,31.4458555530001,Natural,Angelina,2017/05/02,18:45:00+00,2017/05/03,17:39:59+00,TX
-95.667573832,31.6498055660001,Undetermined,Anderson,2017/11/29,18:14:00+00,2017/11/30,23:00:00+00,TX
-99.491119322,33.032227887,Unknown,Haskell,2019/12/05,19:28:58+00,2019/12/08,23:00:59+00,TX
-97.096740794,30.190488557,Human,Bastrop,2019/09/26,19:37:26+00,2019/09/28,22:52:59+00,TX
-95.451673769,31.3608388500001,Human,Houston,2018/05/17,20:14:04+00,2018/05/17,21:27:15+00,TX
-95.5275904109999,30.5652720150001,Human,Walker,2016/12/21,18:30:00+00,2016/12/21,20:52:59+00,TX
-94.502106888,31.956805672,Human,Shelby,2015/10/20,00:04:00+00,2015/10/20,01:49:00+00,TX
-99.5890081969999,32.425338884,Unknown,Callahan,2020/06/19,03:33:02+00,2020/06/21,21:56:29+00,TX
-94.689790326,32.9971058690001,Human,Morris,2016/10/11,21:17:59+00,2016/10/13,14:12:00+00,TX
-94.983607063,32.8302058240001,Human,Upshur,2015/09/24,18:55:00+00,2015/09/27,16:25:59+00,TX
-100.053841775,34.4500058890001,Human,Childress,2017/02/07,04:31:00+00,2017/02/08,21:59:59+00,TX
-93.6452232779999,30.92893883,Human,Newton,2020/04/01,21:43:00+00,2020/04/07,16:53:03+00,TX
-95.253523845,33.6891393070001,Human,Red River,2016/10/11,21:51:00+00,2016/10/11,22:47:00+00,TX
-95.266706998,30.2298052960001,Human,Montgomery,2015/10/15,03:46:59+00,2015/10/16,23:44:00+00,TX
-95.767073784,30.18787193,Human,Montgomery,2017/05/16,03:16:00+00,2017/05/16,08:21:00+00,TX
-94.516040291,33.174839241,Human,Cass,2017/04/01,19:15:00+00,2017/04/01,22:54:00+00,TX
-97.149207469,30.075205199,Human,Bastrop,2015/10/13,17:45:59+00,2015/10/28,23:00:00+00,TX
-95.835207172,30.807105392,Human,Walker,2016/01/28,20:19:59+00,2016/01/30,18:20:00+00,TX
-94.8424849849999,32.481807997,Human,Gregg,2018/08/03,18:59:59+00,2018/08/03,22:38:32+00,TX
-95.2018071319999,33.0485058570001,Human,Franklin,2015/08/14,22:08:00+00,2015/08/14,23:36:59+00,TX
-95.363657033,30.4348720020001,Natural,Montgomery,2020/08/18,18:51:00+00,2020/08/18,20:42:56+00,TX
-94.67300698,32.8010058310001,Human,Marion,2016/11/05,18:40:59+00,2016/11/05,20:38:00+00,TX
-101.118341851,32.1736165390001,Unknown,Mitchell,2019/09/07,21:00:03+00,2019/09/10,00:52:46+00,TX
-94.72670692,31.464655565,Human,Nacogdoches,2018/07/24,19:09:28+00,2018/07/25,22:57:13+00,TX
-104.52300933,32.0016552600001,Human,Culberson,2017/07/11,19:25:00+00,2017/07/12,16:57:59+00,TX
-95.527607162,32.118805663,Human,Henderson,2015/10/22,23:32:59+00,2015/10/23,15:59:00+00,TX
-94.048356717,30.9384221510001,Unknown,Jasper,2020/02/29,20:56:45+00,2020/03/02,21:01:32+00,TX
-94.186306841,32.583505809,Human,Harrison,2015/07/31,18:27:00+00,2015/07/31,19:14:00+00,TX
-99.129141379,31.804688786,Human,Brown,2017/08/13,23:19:59+00,2017/08/15,21:59:59+00,TX
-95.2034070989999,32.4717390750001,Human,Smith,2017/02/07,20:09:00+00,2017/02/07,22:37:00+00,TX
-99.7221749129999,32.685638925,Unknown,Jones,2019/04/05,21:02:33+00,2019/04/08,23:40:41+00,TX
-94.570806895,31.763305631,Undetermined,Nacogdoches,2016/02/08,13:44:00+00,2016/02/09,16:54:00+00,TX
-94.25127345,31.3316722170001,Natural,San Augustine,2017/01/03,15:36:00+00,2017/01/05,23:00:00+00,TX
-101.07000858,32.836105559,Human,Scurry,2015/09/29,19:30:00+00,2015/10/02,23:00:00+00,TX
-95.8187071629999,30.7212387060001,Human,Walker,2016/07/16,19:33:00+00,2016/07/16,21:30:00+00,TX
-101.20234214,35.595006024,Human,Carson,2016/12/16,18:55:00+00,2016/12/18,02:00:00+00,TX
-94.827906947,31.472005563,Human,Angelina,2016/03/27,01:18:59+00,2016/03/28,21:59:59+00,TX
-97.203107073,30.0938938370001,Human,Bastrop,2020/08/14,17:32:43+00,2020/08/19,22:16:37+00,TX
-97.007324114,30.5196719520001,Human,Lee,2017/07/27,20:31:00+00,2017/07/30,00:00:00+00,TX
-100.130508521,35.2240060180001,Unknown,Wheeler,2018/04/13,18:04:02+00,2018/04/21,15:52:00+00,TX
-94.879707015,32.467605758,Human,Gregg,2015/09/21,19:25:59+00,2015/09/21,22:53:00+00,TX
-97.995599445,31.022989361,Human,Burnet,2020/08/07,20:14:17+00,2020/08/10,21:59:10+00,TX
-94.770340333,32.7670058210001,Human,Upshur,2016/03/16,21:10:00+00,2016/03/16,23:25:00+00,TX
-94.36942357,32.8384725180001,Unknown,Marion,2019/03/20,19:38:59+00,2019/03/25,19:36:04+00,TX
-94.38660686,32.001205686,Human,Panola,2015/09/12,20:45:59+00,2015/09/12,22:21:00+00,TX
-99.217608118,32.618122269,Human,Shackelford,2020/12/27,16:40:00+00,2020/12/30,23:00:00+00,TX
-95.480962133,31.809500604,Unknown,Anderson,2019/10/10,23:41:54+00,2019/10/14,14:49:15+00,TX
-97.737857602,29.789121789,Unknown,Caldwell,2020/07/14,18:10:06+00,2020/07/22,23:33:15+00,TX
-94.428040123,30.4673553750001,Human,Hardin,2017/03/02,19:12:00+00,2017/03/02,22:12:59+00,TX
-94.874257024,32.653072454,Human,Upshur,2017/03/24,18:08:00+00,2017/03/24,20:03:00+00,TX
-94.724406914,31.3678055460001,Human,Angelina,2016/02/08,18:42:00+00,2016/02/08,23:47:00+00,TX
-95.1689350189999,31.1717054900001,Unknown,Trinity,2019/11/19,21:33:59+00,2019/12/01,20:41:00+00,TX
-93.914906673,30.756405452,Human,Jasper,2015/08/16,22:57:00+00,2015/08/17,01:12:00+00,TX
-99.111674632,30.302171839,Human,Gillespie,2019/08/10,21:43:27+00,2019/08/12,23:18:25+00,TX
-93.625639934,30.8934888210001,Human,Newton,2017/12/02,18:35:00+00,2017/12/02,20:44:00+00,TX
-99.687841559,32.5080055610001,Human,Taylor,2020/06/11,22:47:00+00,2020/06/13,22:22:51+00,TX
-94.189073536,33.0568725690001,Human,Cass,2019/03/21,21:50:01+00,2019/03/25,19:37:27+00,TX
-94.4042402429999,32.7933225080001,Human,Marion,2021/01/18,19:34:59+00,2021/01/19,22:48:18+00,TX
-94.947007051,32.797872479,Human,Upshur,2017/03/23,21:52:00+00,2017/03/25,15:33:59+00,TX
-95.540507142,31.694605579,Human,Anderson,2015/10/19,19:37:00+00,2015/10/21,00:00:00+00,TX
-94.319723457,31.1222055120001,Human,Angelina,2017/02/12,21:16:00+00,2017/02/12,22:51:59+00,TX
-94.583006932,32.380005753,Human,Rusk,2020/10/19,17:42:00+00,2020/10/20,15:35:00+00,TX
-100.030008291,32.206705492,Human,Taylor,2016/02/12,20:16:59+00,2016/02/20,23:00:00+00,TX
-97.3224932479999,29.9405652130001,Human,Bastrop,2020/11/05,19:49:23+00,2020/11/13,23:00:59+00,TX
-97.3179601429999,30.1582399960001,Unknown,Bastrop,2018/08/03,19:40:40+00,2018/08/04,14:25:54+00,TX
-95.094206951,30.1669886230001,Unknown,Liberty,2021/01/17,21:49:59+00,2021/01/18,03:16:00+00,TX
-95.6988071329999,30.727855381,Unknown,Walker,2019/10/04,17:42:12+00,2019/10/07,16:55:41+00,TX
-96.090340727,33.634672589,Human,Fannin,2016/08/07,18:45:00+00,2016/08/10,21:59:59+00,TX
-95.026340322,31.3575888620001,Undetermined,Houston,2016/02/14,19:50:59+00,2016/04/20,18:59:59+00,TX
-95.9638072929999,32.447305709,Human,Van Zandt,2015/10/20,19:44:59+00,2015/10/20,22:36:00+00,TX
-95.565777016,28.887975011,Natural,Brazoria,2020/08/20,19:30:00+00,2020/09/16,00:59:59+00,TX
-95.206717242,32.1337877300001,Unknown,Cherokee,2018/07/21,23:25:44+00,2018/07/23,19:02:23+00,TX
-93.618606595,30.734605458,Human,Newton,2016/02/16,22:38:00+00,2016/02/17,00:43:59+00,TX
-94.7306069099999,31.244405521,Human,Angelina,2015/10/04,21:43:59+00,2015/10/04,23:03:00+00,TX
-94.4708902689999,32.952555869,Human,Cass,2020/12/10,18:19:00+00,2020/12/11,22:22:44+00,TX
-94.595990214,31.4152388900001,Human,Angelina,2016/08/12,22:22:59+00,2016/08/15,21:59:59+00,TX
-99.653341547,32.438338883,Human,Taylor,2019/08/18,23:34:01+00,2019/08/21,21:44:47+00,TX
-97.618840999,31.6535054890001,Human,Bosque,2018/08/05,18:59:19+00,2018/08/08,22:37:07+00,TX
-93.650006612,30.9187221620001,Unknown,Newton,2018/08/28,19:03:20+00,2018/08/30,17:24:18+00,TX
-94.663373576,31.572022256,Unknown,Nacogdoches,2018/08/22,20:21:01+00,2018/08/27,01:36:31+00,TX
-94.853407021,32.705705805,Human,Upshur,2015/09/22,21:01:59+00,2015/09/22,21:59:00+00,TX
-94.511576776,29.6147251960001,Unknown,Chambers,2021/01/17,00:30:00+00,2021/01/17,15:00:00+00,TX
-95.04570695,30.4057053400001,Human,San Jacinto,2016/02/05,22:05:59+00,2016/02/06,00:52:00+00,TX
-95.0811070249999,31.7112056010001,Human,Cherokee,2016/03/21,22:54:59+00,2016/03/24,17:23:59+00,TX
-99.7104415379999,32.057422145,Human,Coleman,2020/12/09,22:25:18+00,2020/12/14,22:59:37+00,TX
-94.047323389,31.038622172,Unknown,Jasper,2018/07/30,02:13:05+00,2018/07/30,21:50:17+00,TX
-96.0664255569999,30.672367024,Unknown,Grimes,2020/11/18,18:00:00+00,2020/11/20,21:56:43+00,TX
-95.186507019,31.0808054710001,Undetermined,Trinity,2015/08/10,20:02:00+00,2015/08/12,00:23:00+00,TX
-103.316908912,29.270424829,Natural,Brewster,2020/06/18,22:25:00+00,2020/07/01,18:00:00+00,TX
-100.123708324,32.377355519,Human,Taylor,2020/10/17,18:45:33+00,2020/10/19,22:01:00+00,TX
-101.959675497,33.422505619,Unknown,Lubbock,2018/11/29,18:20:00+00,2018/11/30,21:00:59+00,TX
-101.240008476,30.2882050910001,Natural,Crockett,2015/08/14,19:06:59+00,2015/08/26,18:16:00+00,TX
-94.653706885,31.152705505,Human,Angelina,2016/02/16,17:16:59+00,2016/02/16,19:25:00+00,TX
-95.356307111,32.0002556470001,Human,Cherokee,2019/04/03,16:20:00+00,2019/04/08,14:55:44+00,TX
-94.10597852,33.246471123,Human,Cass,2018/06/02,20:30:29+00,2018/06/03,17:32:21+00,TX
-94.021506753,31.785805657,Human,Shelby,2014/11/03,19:02:00+00,2014/12/12,23:00:00+00,TX
-100.00647497,32.5044888800001,Human,Taylor,2019/08/19,17:40:34+00,2019/08/20,13:05:38+00,TX
-101.299033517,30.8099918520001,Human,Crockett,2019/08/06,18:04:05+00,2019/08/10,21:55:06+00,TX
-95.523073799,31.712622244,Human,Anderson,2017/10/12,16:34:59+00,2017/10/12,18:19:00+00,TX
-98.187885175,26.936997063,Unknown,Brooks,2021/03/05,21:48:53+00,2021/03/08,22:42:31+00,TX
-99.570008236,33.128339012,Natural,Haskell,2019/07/29,21:41:26+00,2019/08/01,22:01:30+00,TX
-101.828308907,30.315393844,Natural,Terrell,2018/05/18,19:40:14+00,2018/05/22,23:37:01+00,TX
-99.880791602,32.4868388790001,Undetermined,Taylor,2017/01/30,22:12:59+00,2017/02/01,23:00:00+00,TX
-99.254208035,30.9903052980001,Natural,McCulloch,2015/08/25,22:47:00+00,2015/08/26,20:31:00+00,TX
-101.819608948,35.4715059700001,Human,Potter,2020/06/08,02:00:00+00,2020/06/08,22:00:26+00,TX
-101.205358489,30.7066218360001,Human,Crockett,2019/08/12,17:51:38+00,2019/08/14,23:00:11+00,TX
-94.3147068979999,32.9878058830001,Human,Cass,2016/03/04,21:52:00+00,2016/03/04,23:42:59+00,TX
